Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Jamaica,JAM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.49255783,47.58353699,47.67369003,47.76396998,47.85839863,47.95518201,48.04921747,48.14054664,48.22815691,48.31204367,48.39209054,48.43752568,48.45556751,48.47958177,48.50613708,48.53306934,48.56091641,48.593697,48.63125665,48.67388061,48.720936,48.77112529,48.82315287,48.87597625,48.92444884,48.96419331,48.99750461,49.02679299,49.0545077,49.07942942,49.10356475,49.12932595,49.17270948,49.23165825,49.28729054,49.33907767,49.38410372,49.42347299,49.45937754,49.48936378,49.51383984,49.53380526,49.5479948,49.55619086,49.558525,49.55688804,49.55570593,49.55818128,49.56573662,49.57491567,49.58154955,49.58788043,49.60107862,49.62156467,49.64243684,49.65665812,49.66038046,49.65634943,49.64779228,49.636449,49.62594436,49.6146508,49.60000028,49.58340766
Jordan,JOR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.18617443,51.17306985,51.16235027,51.15199462,51.14386656,51.13948754,51.13756321,51.13820239,51.14221407,51.14836869,51.15213173,51.15912535,51.17272715,51.18738451,51.20065617,51.21247554,51.22338175,51.23156369,51.23584895,51.23713915,51.2370636,51.23614065,51.23433883,51.23153669,51.22776612,51.22573498,51.2234708,51.21819992,51.21144617,51.20276512,51.3297326,51.59204763,51.86081207,52.10857659,52.28992984,52.37171097,52.35406004,52.26607713,52.14912962,52.03100525,51.91907953,51.81759375,51.7292474,51.65755301,51.61046073,51.57836512,51.54367968,51.5111632,51.48049721,51.45086058,51.42251233,51.39533445,51.36961143,51.57868663,51.94754555,52.0811026,52.04245887,52.0041788,51.96599574,51.92793356,51.88873428,51.84795356,51.80739737,51.76815807
Japan,JPN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.11343998,49.12012797,49.12800461,49.13598724,49.14503193,49.15397647,49.16096899,49.16962687,49.18315173,49.19853136,49.2147929,49.23204752,49.24909077,49.26676889,49.2850501,49.30035537,49.31040402,49.31642416,49.31880862,49.31771505,49.31292623,49.30502895,49.29582361,49.28546023,49.27411038,49.26260928,49.25102521,49.23916579,49.22732808,49.21424847,49.19887301,49.1820393,49.1644477,49.14578088,49.12593279,49.10426457,49.08151818,49.05854362,49.0332107,49.00623217,48.97921917,48.9518602,48.92389068,48.89472392,48.86496406,48.8351444,48.80744515,48.7832478,48.76077387,48.73976016,48.72160806,48.70696354,48.6950396,48.68461219,48.67478289,48.66558424,48.65615586,48.64462301,48.63172932,48.61901237,48.61010114,48.60471495,48.59946648,48.59399218
Kazakhstan,KAZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.26355204,48.27369243,48.28706789,48.29838905,48.30531472,48.3094144,48.30909712,48.3056032,48.30187583,48.29564978,48.284955,48.26525927,48.24350973,48.22828174,48.21460356,48.20297863,48.19728472,48.201306,48.21081241,48.21952178,48.22872972,48.23977483,48.25379681,48.27636984,48.310827,48.3512794,48.33046451,48.2392012,48.12601982,48.08085822,48.11078582,48.13319476,48.14284014,48.12983412,48.0861073,48.02704389,47.95100075,47.84818771,47.7312832,47.64683076,47.61105634,47.58228775,47.56030118,47.54532614,47.53125628,47.51883721,47.51093805,47.51732711,47.53614002,47.5643183,47.603209,47.64663236,47.68660968,47.72771769,47.77358251,47.8177535,47.87041308,47.9256628,47.97443902,48.01972437,48.05280695,48.08381126,48.12403837,48.16838261
Kenya,KEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.55082511,49.52563974,49.50506829,49.4882031,49.474771,49.46450683,49.45694537,49.45199856,49.44817054,49.44556169,49.44430387,49.44106618,49.43554291,49.43198119,49.43206763,49.43728012,49.44397596,49.4474783,49.44892179,49.45166364,49.45819282,49.46201475,49.46347788,49.46863661,49.47579546,49.48240455,49.48972711,49.49833575,49.50597708,49.51280391,49.51849061,49.52187316,49.52272541,49.52298436,49.52475619,49.52784857,49.53147003,49.53593367,49.54322409,49.55437035,49.57006452,49.58959405,49.61021602,49.63046895,49.65012769,49.6686718,49.68424996,49.69772557,49.70963124,49.71788785,49.72047595,49.71474706,49.70423644,49.69431623,49.68167452,49.66446316,49.6507294,49.63647953,49.61590128,49.60053737,49.59182684,49.5781145,49.56282531,49.5533768
Kyrgyz Republic,KGZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.08836334,48.12905987,48.17366693,48.21776634,48.26210815,48.30685765,48.34804416,48.38847953,48.43026981,48.46966202,48.50549532,48.54012909,48.57409066,48.60584072,48.63601603,48.66923088,48.70854573,48.75001041,48.79066913,48.83105266,48.86911036,48.90637622,48.94879117,48.99082648,48.9389654,48.79100149,48.63008843,48.4611063,48.28715689,48.18258579,48.20990303,48.29092474,48.36707944,48.44950776,48.5185598,48.56582985,48.60408629,48.63542143,48.66337852,48.68867253,48.7121245,48.73281723,48.74780196,48.75892921,48.77400215,48.79120697,48.80613557,48.82432954,48.84430863,48.86301194,48.88458204,48.90739681,48.93131154,48.9589409,48.98755972,49.01916828,49.04819451,49.07034678,49.08924151,49.10202869,49.10729767,49.10516545,49.09826724,49.0914722
Cambodia,KHM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.90842121,49.89635731,49.88135821,49.86629307,49.85001275,49.83463051,49.82070825,49.80389624,49.78441531,49.76467534,49.61795626,49.35643795,49.12208154,48.90522389,48.69382799,47.91075164,46.91321969,46.54902812,46.34691412,46.20511755,46.21392076,46.30344827,46.43478503,46.56147477,46.675808,46.77882184,46.9385094,47.15789928,47.31809069,47.47678431,47.69412605,47.90509325,48.29611199,48.75684699,48.97239684,49.0267528,49.0709058,49.11420296,49.11056804,49.11020299,49.15082226,49.18950037,49.2252013,49.25863192,49.29374708,49.33088782,49.36726593,49.40232775,49.43870748,49.45956905,49.46472079,49.46936249,49.47411988,49.47778563,49.48022187,49.48351301,49.4854583,49.48835139,49.49067839,49.49031161,49.4943971,49.50302378,49.49669135,49.48154086
Kiribati,KIR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.25360457,49.32366649,49.39201745,49.45844821,49.52007986,49.57338523,49.59947086,49.60174577,49.60638432,49.58099567,49.52382611,49.46783975,49.40945542,49.34651309,49.35606123,49.43057272,49.50754435,49.5809263,49.64769192,49.67628607,49.6653676,49.64525253,49.62129031,49.6015346,49.58523371,49.58925466,49.57812088,49.54393389,49.51171875,49.47437224,49.39965923,49.35910823,49.37292204,49.37984398,49.38577694,49.39188277,49.36618698,49.30967405,49.25936717,49.20780396,49.17479116,49.12460925,49.07575758,49.07106954,49.06156468,49.02713826,48.99633304,48.98821546,48.97755035,48.96033813,48.92819112,48.88369087,48.83979286,48.79049695,48.73853111,48.69716469,48.66723482,48.63993619,48.61812025,48.60714257,48.6268711,48.67079473,48.7251585,48.79152155
St. Kitts and Nevis,KNA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.66784328,46.78649528,46.86665223,46.92688129,46.98338184,47.02783759,47.04930647,47.04378006,47.02754752,47.00552726,47.03789361,47.15025907,47.26900216,47.38257764,47.49182858,47.59615385,47.69775949,47.79946334,47.90060969,48.00129396,48.10543657,48.19919447,48.30583727,48.41549296,48.51580934,48.61190205,48.69297429,48.76853209,48.84683333,48.92905933,49.01565115,49.10956539,49.19559902,49.26773952,49.33692055,49.3960047,49.45123791,49.50064138,49.55007913,49.59955382,49.65794857,49.69990867,49.69090437,49.64140337,49.58136539,49.52166934,49.45172164,49.37785813,49.30655696,49.2365605,49.1741029,49.13936235,49.1084711,49.0443193,48.96942811,48.88051894,48.79049134,48.69728994,48.60869747,48.51819249,48.42785777,48.34474646,48.28461716,48.23369281
"Korea, Rep.",KOR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.06736315,50.10596287,50.17392665,50.24558092,50.31259087,50.3664485,50.38028242,50.36213111,50.34200853,50.32069583,50.300218,50.29203443,50.29783955,50.30579451,50.31885082,50.32271016,50.2972955,50.25739545,50.21683642,50.17490896,50.13264825,50.10092326,50.08101073,50.06356708,50.05001308,50.04265182,50.05886573,50.09218315,50.1265235,50.16417049,50.20567412,50.22839944,50.23033995,50.23669648,50.24621074,50.25336052,50.25679713,50.2557232,50.25330993,50.25321985,50.25262248,50.22667901,50.17708753,50.12689174,50.07414522,50.02204969,49.98007361,49.94591627,49.91108632,49.87561646,49.84825367,49.86825674,49.92574775,49.98088256,50.03387295,50.08010389,50.08336389,50.05065942,50.01843957,49.98561786,49.95989175,49.94190349,49.92193116,49.89904905
Kuwait,KWT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,59.13462011,59.27606072,59.3114572,59.24721875,59.1691215,59.07636618,58.59959007,57.82223353,57.13041959,56.53124176,56.03872016,55.70502624,55.48121276,55.27749357,55.08935139,54.91533744,55.10377818,55.60768907,56.06918802,56.46577911,56.76491261,56.89569022,56.91711824,56.93589043,56.9005494,56.84776135,56.70265582,56.44554467,56.2059185,55.9816164,55.77681084,55.52370287,55.43266119,55.87045587,56.85068484,57.55940895,57.8695229,58.05260158,58.22475302,58.3883155,58.54619952,58.69996797,58.85167464,59.00297215,59.15520035,59.04765271,58.60208707,58.10491513,57.66168854,57.26826564,56.92957291,56.89158907,57.0962125,57.2804522,57.83683151,59.84205152,60.83881638,60.80029984,61.51786407,61.65639143,61.25660598,60.95589436,60.81108527,60.70149518
Latin America & Caribbean (excluding high income),LAC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.11604826,50.10106783,50.08748158,50.07562326,50.06453992,50.05343594,50.0430527,50.0334408,50.02356443,50.01360306,50.00410619,49.98628601,49.96137653,49.93790468,49.91434828,49.89155781,49.86855803,49.84835571,49.8313922,49.81339705,49.79604294,49.77857726,49.75970602,49.74217653,49.72633627,49.71171585,49.69786598,49.68369705,49.66994263,49.65618234,49.64164538,49.62594087,49.60981734,49.59458256,49.58234049,49.57152975,49.55968085,49.54769658,49.53606631,49.52451839,49.51076389,49.49753201,49.4856551,49.47408139,49.46356051,49.45340517,49.44371234,49.43424564,49.42196915,49.40727916,49.39409883,49.3831332,49.37287719,49.36273028,49.35425293,49.34618509,49.33739085,49.32840344,49.31893421,49.30811606,49.28845559,49.2592776,49.23625652,49.22312313
Lao PDR,LAO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.35298973,49.35248333,49.36255832,49.36686698,49.35650757,49.34791818,49.34183101,49.33940681,49.33921845,49.34147132,49.34685415,49.35422362,49.36495163,49.37886634,49.40818804,49.45016464,49.4882027,49.52337717,49.55642719,49.59142778,49.63237513,49.676223,49.72190622,49.76840232,49.81279993,49.85498198,49.89543679,49.93369442,49.96840461,49.99890307,50.02659671,50.05367093,50.07949826,50.10296041,50.12510529,50.14585691,50.16493144,50.17638934,50.18115383,50.18662726,50.19287025,50.19657746,50.19613453,50.1927997,50.18450402,50.18910058,50.21302114,50.23925124,50.26565954,50.29276412,50.31868841,50.34514295,50.37385522,50.40239416,50.42803851,50.43761112,50.43201178,50.42653407,50.42309605,50.41845921,50.41158434,50.40466356,50.39764393,50.38982659
Lebanon,LBN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.35059385,50.37573619,50.40144689,50.42457283,50.4454207,50.46370084,50.47808446,50.49092185,50.50327301,50.51537918,50.52727128,50.53885183,50.55106516,50.56347844,50.5750357,50.50252899,50.25672392,50.10135593,50.0579411,50.00864872,49.96905897,49.9304643,49.80976394,49.65999247,49.56242307,49.46714186,49.37563671,49.32076429,49.30049278,49.25281563,49.17895205,49.16797892,49.21478494,49.25699095,49.29508784,49.33342425,49.37052627,49.40155338,49.42818294,49.45332022,49.47686015,49.49829126,49.51529978,49.53080121,49.54617658,49.55936235,49.56269926,49.56262548,49.57061862,49.58299461,49.59910325,49.6185969,49.64028027,49.66235247,49.68387123,49.59748021,49.3919665,49.16883442,48.92868048,48.67120831,48.53120906,48.51902441,48.4969504,48.46817198
Liberia,LBR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.16945435,51.08381509,50.99971945,50.9347974,50.88834661,50.84373289,50.79636299,50.74906574,50.70369419,50.65689305,50.61360529,50.56770583,50.5224222,50.48559516,50.45155118,50.3922514,50.31300881,50.23477285,50.15632714,50.08557417,50.02005518,49.96471812,49.92327611,49.86176902,49.81266621,49.79555517,49.77943154,49.76688645,49.75207397,49.7336497,49.577392,49.37000963,49.34279309,49.3069345,49.26340981,49.22559608,49.20162108,49.19305165,49.20109093,49.20700581,49.21584651,49.23166651,49.25091461,49.26167836,49.27503974,49.30239493,49.33357875,49.36750222,49.40308735,49.43785841,49.4713375,49.51125886,49.54775679,49.5767749,49.60592097,49.63357991,49.66008988,49.68679058,49.71138532,49.73517082,49.75748803,49.77789185,49.79937507,49.82093346
Libya,LBY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.50814374,51.54568693,51.58130406,51.60513382,51.58470845,51.60352032,51.72174769,51.85940678,51.97854449,52.0796125,52.16158586,52.22593856,52.24925924,52.12963283,52.12728372,52.35795153,52.59864278,52.82206936,53.03037946,53.22655939,53.41503753,53.59707456,53.76898241,53.92984912,53.97561037,53.90755346,53.82623135,53.73596061,53.64528486,53.55918899,53.47748622,53.40137002,53.33226092,53.27075866,53.21056877,53.14681,53.07794541,53.00331719,52.92515783,52.84944755,52.6280411,52.26578664,51.91233609,51.56852122,51.236883,50.92209882,50.77389326,50.78712657,50.80875093,50.82449568,50.83204097,50.87595093,50.90952611,50.88331742,50.84721219,50.79556897,50.74147639,50.71219256,50.70129595,50.67692806,50.64605312,50.62164481,50.60025621,50.57425627
St. Lucia,LCA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.98611566,47.97490325,47.95412639,47.93491205,47.91553758,47.89948879,47.88333367,47.86564172,47.85258964,47.84410216,47.89698322,47.99916015,48.09641451,48.18987365,48.28594861,48.3815708,48.46986008,48.55050483,48.63071458,48.71382771,48.79843464,48.86973505,48.92704883,48.98084709,49.02583732,49.06177731,49.09798976,49.13291417,49.16630607,49.20082303,49.23577487,49.2687221,49.29108045,49.30650426,49.32485836,49.34360806,49.36188454,49.38116742,49.40231424,49.41803154,49.42382445,49.43833518,49.48176441,49.53234343,49.58140271,49.62814265,49.66900943,49.71644838,49.77220957,49.82791948,49.8610583,49.86552035,49.85328435,49.83043833,49.79920368,49.76626068,49.73046204,49.6892692,49.64640673,49.60270574,49.55784799,49.50709988,49.45484468,49.40777028
Latin America & Caribbean,LCN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.12573446,50.10974329,50.09470553,50.08098087,50.06792058,50.05500674,50.04276884,50.03135946,50.02010965,50.00907014,49.99879964,49.98123436,49.95692104,49.9336939,49.91077223,49.88879357,49.86685108,49.847614,49.83116278,49.81387121,49.79729719,49.7807332,49.76290808,49.74617691,49.73094022,49.71700547,49.7040161,49.69095254,49.67832228,49.66546916,49.65199782,49.63769009,49.6230937,49.60924544,49.59773569,49.58734463,49.57605197,49.56468528,49.55363824,49.54261603,49.52934273,49.51604774,49.50392745,49.49211642,49.48114683,49.47064944,49.46066702,49.45080165,49.43810299,49.42310603,49.4096712,49.39850572,49.38815863,49.37782874,49.3688651,49.3601857,49.35046179,49.34033312,49.33072609,49.31856856,49.29723488,49.26839934,49.24576509,49.23256955
Least developed countries: UN classification,LDC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.11038959,50.11278973,50.1146161,50.11721451,50.1202309,50.12397139,50.12832233,50.13358545,50.13977647,50.14526596,50.14826333,50.09846244,50.04757877,50.04609158,50.04823867,50.03536562,50.01304188,50.00268846,49.99448371,49.98547779,49.97983044,49.97649137,49.97529993,49.97705649,49.9761323,49.97644424,49.98081478,49.98535146,49.98320505,49.98170613,49.98843001,49.99717283,50.00512866,50.01026795,50.01082644,50.00476597,49.99313518,49.98115706,49.96778511,49.95312701,49.94390223,49.93446043,49.92222111,49.90902408,49.89460918,49.87746652,49.85418983,49.8299819,49.80409358,49.77845313,49.76210478,49.75151256,49.74226245,49.73336204,49.72597669,49.72264127,49.72482202,49.72887414,49.72906775,49.72596362,49.72761341,49.73256163,49.73121811,49.72653524
Low income,LIC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.30629704,49.3155256,49.32658847,49.33563978,49.34397193,49.35243474,49.36017604,49.36860061,49.37794748,49.3874384,49.39670702,49.40595616,49.41274619,49.41946885,49.43295605,49.45037321,49.46697153,49.48312746,49.49844369,49.51297317,49.52712417,49.53815298,49.5471683,49.55225455,49.55523721,49.56232817,49.57262602,49.58248693,49.58843168,49.59845975,49.6115953,49.62882019,49.6475267,49.65725091,49.658778,49.66227156,49.67009742,49.67830996,49.68303497,49.68336504,49.69050048,49.70413817,49.72019723,49.73824427,49.75627441,49.77302933,49.78895717,49.80368553,49.81708798,49.82967601,49.84211945,49.85508443,49.86704824,49.87638501,49.88425201,49.89197267,49.89973431,49.90653931,49.91072079,49.91396558,49.91755491,49.91893083,49.91816561,49.91833492
Liechtenstein,LIE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.71903837,48.78222645,48.87056501,48.97588652,49.08627755,49.18378378,49.27994936,49.35018236,49.37784219,49.43087849,49.5566409,49.62587721,49.63196635,49.62024179,49.60685573,49.56578376,49.54731807,49.58618662,49.56827102,49.53688658,49.55005399,49.56600647,49.58153295,49.58357321,49.61014383,49.62105656,49.60418278,49.60060998,49.63856284,49.68085482,49.69581088,49.68458585,49.66363544,49.64347594,49.62065228,49.592101,49.53250152,49.44916588,49.3600497,49.28407175,49.22788106,49.20901246,49.21793844,49.24411765,49.27405248,49.27896425,49.29060735,49.31721195,49.35736279,49.41275403,49.44608362,49.46530714,49.48911108,49.50279846,49.54172957,49.58104671,49.62376027,49.66085143,49.66082607,49.63879216,49.60006193,49.57606496,49.58934066,49.62358529
Sri Lanka,LKA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,52.73673375,52.61755893,52.50455656,52.39593779,52.29002256,52.18640782,52.08533025,51.98559192,51.88796314,51.79419743,51.70906004,51.63601904,51.56826183,51.5019852,51.43752446,51.37464134,51.3137007,51.25494277,51.19998063,51.14459857,51.08697376,51.0312642,50.97748503,50.92441509,50.869654,50.81260411,50.75375988,50.69009815,50.6202673,50.53939022,50.45846646,50.38378338,50.31227912,50.24964362,50.18903222,50.12177094,50.05043524,49.97887975,49.90639411,49.83958843,49.77710016,49.68582645,49.56845396,49.45419874,49.34590723,49.24372261,49.13937129,49.02823421,48.91208033,48.78993883,48.67189325,48.56820144,48.49623976,48.44817913,48.40268751,48.36227463,48.32412732,48.28797275,48.25575711,48.22642975,48.19778459,48.17839312,48.16178604,48.13970799
Lower middle income,LMC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.17368631,51.17384144,51.17365805,51.17426536,51.17464192,51.17465568,51.17403386,51.1722817,51.16974644,51.16745858,51.16812589,51.15753906,51.14797511,51.1529348,51.15806445,51.15576853,51.14633113,51.13697427,51.12509905,51.10791244,51.09788157,51.09328213,51.08442077,51.07577347,51.06706105,51.05836322,51.04960514,51.04071906,51.03072269,51.02164053,51.01515437,51.01115696,51.00862594,51.00899842,51.01193212,51.01464507,51.01577989,51.01648413,51.01722377,51.01727641,51.01729002,51.01639002,51.01358918,51.00897483,51.00210014,50.99315852,50.98121502,50.96723531,50.95081695,50.93292654,50.91764489,50.9048157,50.89239817,50.88068909,50.87082254,50.85671693,50.83827289,50.82195676,50.80671967,50.79110669,50.7762541,50.76097095,50.74467992,50.73074113
Low & middle income,LMY,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.66388752,50.65150145,50.64467618,50.64260718,50.64098383,50.63727205,50.63312217,50.63014264,50.62783268,50.62679752,50.6275617,50.62615201,50.62727928,50.63387794,50.63979956,50.64167071,50.63770903,50.63274918,50.62765147,50.62054067,50.61738377,50.61641189,50.61038201,50.60011222,50.58876812,50.57701582,50.57005312,50.56896574,50.56782438,50.56892264,50.57261714,50.57736702,50.58005262,50.5800863,50.58141973,50.58355144,50.58532419,50.58911111,50.59311187,50.59616353,50.60053193,50.6038203,50.60509414,50.60615907,50.60682969,50.60620673,50.60387751,50.60034793,50.59494772,50.58846177,50.5828065,50.57771034,50.57258527,50.56710449,50.56214957,50.55502492,50.54345688,50.53067288,50.51794111,50.50429629,50.48868415,50.47027114,50.45406092,50.4381885
Lesotho,LSO,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,44.05614783,44.20754506,44.34948724,44.48239979,44.60516773,44.71518914,44.80723463,45.15089948,45.73501142,46.28614579,46.79656975,47.266905,47.70096296,48.10259671,48.47754195,48.80412439,49.02831566,49.14429848,49.2064756,49.25572551,49.30118664,49.34331652,49.38400254,49.42505902,49.46681015,49.48428803,49.42086152,49.34050016,49.29824835,49.25807443,49.21937057,49.18226694,49.14487812,49.10404683,49.06199068,49.01899043,48.97493629,48.94414875,48.92681902,48.91319664,48.90620075,48.90518652,48.90660184,48.90714139,48.9055014,48.90099443,48.8906201,48.92246649,48.96702479,48.99149848,49.03000721,49.07426447,49.12372403,49.17116656,49.21264465,49.24459092,49.27038555,49.29303511,49.31303989,49.33077294,49.34053503,49.34125343,49.33141067,49.31618775
Late-demographic dividend,LTE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.95025643,49.9293478,49.92458259,49.93385965,49.94181611,49.9485667,49.95920152,49.96738493,49.97726285,49.98953596,49.99550386,50.00304753,50.01617287,50.02817199,50.03767056,50.04420934,50.0501706,50.05704328,50.06411842,50.06737408,50.06997514,50.07532323,50.08198776,50.08901631,50.0951475,50.10356975,50.11567646,50.13081222,50.14684789,50.16431249,50.18062388,50.19544933,50.20943853,50.21943751,50.22742433,50.23404599,50.24112082,50.24952481,50.25727734,50.26538857,50.27680575,50.28467136,50.28768054,50.28960454,50.29063421,50.29404127,50.30483647,50.32254492,50.34193764,50.35832284,50.367085,50.37171224,50.37762371,50.38228948,50.38478824,50.38775982,50.38656827,50.37788658,50.36578791,50.34901981,50.32355153,50.29512303,50.274748,50.25656548
Lithuania,LTU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.32842134,46.41346318,46.50144405,46.58556921,46.66244214,46.73802211,46.81056162,46.87576841,46.93924512,47.00217381,47.052487,47.08628331,47.10743297,47.12073358,47.12887359,47.12968343,47.12262737,47.11288106,47.10040802,47.08151269,47.06180212,47.04373054,47.02606243,47.01439944,47.00775584,47.00330969,47.01347187,47.03203774,47.04358174,47.04440286,47.03386059,47.00983939,46.96820806,46.90961767,46.83560821,46.76200015,46.69647305,46.63874166,46.58800549,46.53211497,46.46779661,46.39500335,46.31971282,46.25018193,46.18600353,46.12129183,46.05646459,45.99204625,45.94777659,45.94059574,45.95741536,45.99509387,46.05066821,46.12004072,46.20162695,46.29722667,46.40029751,46.51307476,46.63370337,46.74784834,46.84659289,46.92862508,46.96847881,46.98214212
Luxembourg,LUX,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.39522803,49.3567329,49.31843478,49.28701015,49.2638565,49.22557718,49.17809864,49.13875313,49.11021048,49.08167519,49.03401288,49.06878069,49.19454807,49.21818171,49.16545006,49.12685981,49.08131468,49.02516838,48.97124926,48.90916205,48.8413459,48.78029374,48.70472851,48.64300569,48.63865886,48.64926078,48.6655621,48.70913242,48.77701964,48.87425089,48.9950612,49.10519955,49.16504051,49.19195255,49.18926582,49.17340268,49.17885199,49.20879231,49.27356259,49.34167775,49.32809645,49.29813031,49.31387961,49.3731043,49.46044894,49.50909951,49.53810721,49.55967058,49.60287331,49.67702283,49.74283629,49.83674446,49.94506064,50.02725267,50.08101513,50.1489266,50.21059362,50.24325698,50.27594409,50.29751296,50.31765596,50.32949019,50.3303742,50.33187327
Latvia,LVA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,44.09374766,44.26651077,44.45518782,44.64731341,44.82840299,44.99745389,45.15989165,45.31729965,45.45691131,45.56861204,45.65828013,45.72422423,45.76534201,45.79130431,45.80334608,45.80285557,45.79512526,45.79085199,45.79164351,45.79371432,45.80245152,45.81432128,45.83240721,45.86110369,45.8951499,45.94174089,45.99955712,46.05784992,46.10830078,46.13646456,46.14208198,46.13186291,46.10127445,46.03986754,45.94805817,45.85427082,45.78427779,45.73786886,45.70312675,45.67006175,45.64043084,45.61332865,45.585312,45.57097416,45.56527379,45.54950682,45.53296795,45.52811903,45.5306239,45.54140712,45.56156705,45.58521195,45.62361587,45.68168326,45.74386673,45.81529201,45.89870867,45.98247856,46.06639699,46.15056703,46.23542212,46.31993165,46.38470463,46.43011106
"Macao SAR, China",MAC,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.80058075,49.81810244,50.04595811,50.25514157,50.44592313,50.62070547,50.78395448,50.94270068,51.10097927,51.26447491,51.43478753,51.49500464,51.4442894,51.39324882,51.34260757,51.29090916,51.23996092,51.19051967,51.14083431,51.08609352,51.02595666,50.85586763,50.56059402,50.25858864,49.98101891,49.72540841,49.49130358,49.2787228,49.08437552,48.90643157,48.74267261,48.60399018,48.51626071,48.45920276,48.4025629,48.34850658,48.29518893,48.24168084,48.18494852,48.11993852,48.05346658,47.99918929,47.97438093,47.97063128,47.96847301,47.96641146,47.9608977,47.95470863,47.9598819,47.96867893,47.97370163,47.95211234,47.85986142,47.72656031,47.59809788,47.47650913,47.3624834,47.25708532,47.15963815,47.06616259,46.97072084,46.93893304,46.92103204,46.85215771
St. Martin (French part),MAF,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.99637243,49.08407703,49.15679125,49.22634836,49.29275611,49.33774834,49.38540841,49.48998867,49.55430235,49.53949699,49.5691141,49.58871915,49.57474648,49.55399809,49.57344501,49.59435096,49.65197216,49.7686159,49.88446378,49.93396725,50,50.05651137,50.29585799,50.63682678,50.87600571,51.04365534,51.16266316,51.25401621,51.33746603,51.39337718,51.30301845,51.05790646,50.79042535,50.51458269,50.24166099,49.97791745,49.7092529,49.44196048,49.18218679,48.96731846,48.79432624,48.62934808,48.47240051,48.31344546,48.16649846,48.01805572,47.85419653,47.71118182,47.58166624,47.45654821,47.38329036,47.38927098,47.42130683,47.46485592,47.52843084,47.56996002,47.579788,47.57653061,47.55996691,47.54989282,47.54400516,47.5397521,47.53232047,47.51691243
Morocco,MAR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.91624308,49.93754611,49.95301399,49.96596129,49.97621175,49.98982206,50.00585945,50.02305852,50.04014126,50.05659078,50.072936,50.08759799,50.07733761,50.04343383,50.00884195,49.97654589,49.94353059,49.92395561,49.9204464,49.9190642,49.92357627,49.92676262,49.9214986,49.92579407,49.94000395,49.95030463,49.9545093,49.95277693,49.94937731,49.94543671,49.94138574,49.93520311,49.92722635,49.91840322,49.90853786,49.91051183,49.92524008,49.942629,49.96234324,49.98402775,50.00684483,50.02931722,50.04996107,50.06803148,50.07352382,50.07982413,50.10033399,50.12369915,50.14848747,50.17493591,50.20095417,50.22438055,50.24478018,50.26337045,50.28180857,50.30095623,50.31732464,50.33041016,50.34392725,50.35693186,50.35588545,50.34353488,50.32938917,50.3117174
